source,aircraft,date,from,to,flight,flight_time,std,atd,sta,status
regeneron,N459FX,02 Aug 2024,Chicago (PWK),Marsh Harbour (MHH),LXJ459,2:45,9:00 AM,9:16 AM,12:42 PM,01 Aug 2024
regeneron,N459FX,01 Aug 2024,Teterboro (TEB),Cleveland (CGF),LXJ459,0:59,11:00 AM,11:19 AM,12:27 PM,01 Aug 2024
regeneron,N459FX,26 Jul 2024,Charleston (CRW),Cleveland (CGF),LXJ459,0:39,2:40 PM,3:20 PM,3:59 PM,26 Jul 2024
regeneron,N459FX,26 Jul 2024,Austin (AUS),Houston (HOU),LXJ459,0:32,8:19 AM,9:04 AM,9:36 AM,24 Jul 2024
regeneron,N459FX,24 Jul 2024,Hailey (SUN),Houston (DWH),LXJ459,2:42,9:30 AM,10:28 AM,2:13 PM,24 Jul 2024
regeneron,N459FX,23 Jul 2024,Windsor Locks (BDL),Traverse City (TVC),LXJ459,1:44,4:30 PM,5:09 PM,7:04 PM,23 Jul 2024
regeneron,N459FX,23 Jul 2024,Walterboro (RBW),Morristown (MMU),LXJ459,2:20,8:54 AM,9:11 AM,11:37 AM,22 Jul 2024
regeneron,N459FX,22 Jul 2024,Panama City (ECP),Nashville (QQN),LXJ459,1:01,3:00 PM,3:37 PM,4:10 PM,22 Jul 2024
regeneron,N459FX,14 Jul 2024,Teterboro (TEB),Orlando (SFB),LXJ459,2:06,7:07 PM,7:25 PM,9:31 PM,14 Jul 2024
regeneron,N459FX,14 Jul 2024,White Plains (HPN),Knoxville (TYS),LXJ459,1:31,1:30 PM,12:05 PM,3:26 PM,13 Jul 2024
regeneron,N459FX,12 Jul 2024,Naples (APF),Puerto Plata (POP),LXJ459,1:54,5:21 PM,6:02 PM,7:22 PM,12 Jul 2024
regeneron,N459FX,12 Jul 2024,Eagle (EGE),Denver (BJC),LXJ459,0:36,8:30 AM,9:15 AM,9:57 AM,10 Jul 2024
regeneron,N459FX,09 Jul 2024,Tulsa (RVS),Dallas (DAL),LXJ459,0:41,5:19 PM,4:57 PM,6:19 PM,09 Jul 2024
regeneron,N459FX,09 Jul 2024,Dallas (DAL),Longview (GGG),LXJ459,0:26,1:23 PM,1:56 PM,2:21 PM,07 Jul 2024
regeneron,N459FX,07 Jul 2024,White Plains (HPN),New London (GON),LXJ459,0:23,1:05 PM,1:34 PM,1:57 PM,07 Jul 2024
regeneron,N459FX,06 Jul 2024,North Eleuthera (ELH),West Palm Beach (PBI),LXJ459,0:44,3:08 PM,3:02 PM,3:57 PM,06 Jul 2024
regeneron,N459FX,06 Jul 2024,Philadelphia (PNE),Baltimore (BWI),LXJ459,0:27,9:26 AM,10:01 AM,10:36 AM,04 Jul 2024
regeneron,N459FX,03 Jul 2024,Burbank (BUR),Oakland (OAK),LXJ459,0:49,12:30 PM,1:18 PM,2:10 PM,03 Jul 2024
regeneron,N459FX,02 Jul 2024,Blountville (TRI),Chicago (MDW),LXJ459,1:13,9:00 AM,9:10 AM,9:38 AM,01 Jul 2024
regeneron,N459FX,30 Jun 2024,Hayward (HYR),Houston (DWH),LXJ459,2:25,1:30 PM,1:14 PM,3:39 PM,30 Jun 2024
regeneron,N459FX,29 Jun 2024,Austin (AUS),Atlanta (PDK),LXJ459,1:52,12:00 PM,12:00 PM,3:24 PM,28 Jun 2024
regeneron,N459FX,28 Jun 2024,Charlotte (CLT),Auburn (AUO),LXJ459,0:49,3:30 PM,3:59 PM,3:50 PM,28 Jun 2024
regeneron,N459FX,27 Jun 2024,Las Vegas (HSH),Farmingdale (FRG),LXJ459,4:25,10:30 AM,11:12 AM,6:44 PM,27 Jun 2024
regeneron,N459FX,26 Jun 2024,Las Vegas (LAS),Van Nuys (VNY),LXJ459,0:40,12:00 PM,1:35 PM,2:19 PM,26 Jun 2024
regeneron,N459FX,24 Jun 2024,San Jose (SJC),Van Nuys (VNY),LXJ459,0:49,6:00 PM,6:42 PM,7:40 PM,24 Jun 2024
regeneron,N459FX,23 Jun 2024,Van Nuys (VNY),Kailua-Kona (KOA),LXJ459,5:28,8:30 AM,9:19 AM,11:52 AM,22 Jun 2024
regeneron,N459FX,22 Jun 2024,Charleston (JZI),Miami (OPF),LXJ459,1:16,9:17 AM,10:04 AM,10:36 AM,21 Jun 2024
regeneron,N459FX,21 Jun 2024,Bloomington (BMG),West Palm Beach (PBI),LXJ459,2:01,12:14 PM,12:28 PM,2:27 PM,21 Jun 2024
regeneron,N459FX,21 Jun 2024,Cleveland (CLE),White Plains (HPN),LXJ459,1:08,7:23 AM,8:04 AM,9:12 AM,18 Jun 2024
regeneron,N459FX,17 Jun 2024,Santa Barbara (SBA),Chicago (MDW),LXJ459,3:27,12:30 PM,1:21 PM,6:48 PM,17 Jun 2024
regeneron,N459FX,16 Jun 2024,Sacramento (SMF),San Francisco (SFO),LXJ459,0:37,11:30 AM,11:42 AM,12:16 PM,16 Jun 2024
regeneron,N459FX,15 Jun 2024,Provo (PVU),—,LXJ459,1:22,6:47 PM,5:25 PM,—,15 Jun 2024
regeneron,N459FX,15 Jun 2024,West Palm Beach (PBI),Aspen (ASE),LXJ459,3:48,11:30 AM,11:52 AM,1:47 PM,14 Jun 2024
regeneron,N459FX,14 Jun 2024,Nassau (NAS),Naples (APF),LXJ459,0:50,1:30 PM,1:43 PM,1:33 PM,14 Jun 2024
regeneron,N459FX,14 Jun 2024,Pittsburgh (PIT),Charleston (JZI),LXJ459,1:14,8:00 AM,8:42 AM,9:25 AM,13 Jun 2024
regeneron,N459FX,12 Jun 2024,Bangor (BGR),Philadelphia (PHL),LXJ459,1:12,12:41 PM,1:39 PM,3:01 PM,12 Jun 2024
regeneron,N459FX,11 Jun 2024,Milan (MXP),Toulon (TLN),LXJ459,0:44,1:00 PM,12:59 PM,2:15 PM,07 Jun 2024
regeneron,N459FX,06 Jun 2024,Eagle (EGE),Teterboro (TEB),LXJ459,3:18,2:30 PM,2:58 PM,8:19 PM,05 Jun 2024
regeneron,N459FX,04 Jun 2024,West Palm Beach (PBI),Naples (APF),LXJ459,0:28,8:00 AM,8:42 AM,9:08 AM,03 Jun 2024
regeneron,N459FX,03 Jun 2024,Philadelphia (TTN),Wildwood (WWD),LXJ459,0:23,12:05 PM,12:30 PM,12:52 PM,02 Jun 2024
regeneron,N459FX,02 Jun 2024,Sarasota (SRQ),Sint Maarten (SXM),LXJ459,2:44,12:24 PM,9:40 AM,12:24 PM,01 Jun 2024
regeneron,N459FX,31 May 2024,Santa Rosa (STS),Scottsdale (SCF),LXJ459,1:44,12:01 PM,1:41 PM,3:23 PM,31 May 2024
regeneron,N459FX,30 May 2024,Oakland (OAK),Seattle (BFI),LXJ459,1:41,2:30 PM,2:44 PM,4:24 PM,29 May 2024
regeneron,N459FX,28 May 2024,Teterboro (TEB),Van Nuys (VNY),LXJ459,5:22,5:30 PM,6:23 PM,8:52 PM,28 May 2024
regeneron,N459FX,27 May 2024,Bar Harbor (BHB),New York (LGA),LXJ459,1:08,9:30 AM,10:14 AM,10:49 AM,24 May 2024
regeneron,N459FX,24 May 2024,Teterboro (TEB),New York (LGA),LXJ459,0:14,12:00 PM,12:27 PM,12:46 PM,23 May 2024
regeneron,N459FX,23 May 2024,Oakland (OAK),San Francisco (SFO),LXJ459,0:16,12:12 PM,12:47 PM,12:24 PM,22 May 2024
regeneron,N459FX,22 May 2024,Panama City (ECP),Nashville (BNA),LXJ459,1:09,12:30 PM,12:23 PM,1:52 PM,22 May 2024
regeneron,N459FX,21 May 2024,Birmingham (BHM),Tulsa (TUL),LXJ459,1:25,2:23 PM,2:58 PM,3:51 PM,21 May 2024
regeneron,N459FX,21 May 2024,Birmingham (BHM),Spartanburg (SPA),LXJ459,0:49,7:30 AM,8:14 AM,10:04 AM,20 May 2024
regeneron,N459FX,20 May 2024,Charleston (JZI),Philadelphia (PHL),LXJ459,1:22,1:00 PM,1:06 PM,2:38 PM,19 May 2024
regeneron,N459FX,19 May 2024,Akron (CAK),Philadelphia (PHL),LXJ459,0:57,4:00 PM,4:50 PM,5:54 PM,19 May 2024
regeneron,N459FX,18 May 2024,Sarasota (SRQ),Cleveland (CLE),LXJ459,2:06,5:30 PM,5:26 PM,8:12 PM,18 May 2024
regeneron,N459FX,17 May 2024,Marsh Harbour (MHH),Miami (MIA),LXJ459,0:49,2:00 PM,2:25 PM,2:52 PM,17 May 2024
regeneron,N459FX,16 May 2024,White Plains (HPN),Teterboro (TEB),LXJ459,0:20,6:04 PM,6:41 PM,6:30 PM,16 May 2024
regeneron,N459FX,16 May 2024,White Plains (HPN),Akron (AKC),LXJ459,0:59,7:18 AM,8:18 AM,9:18 AM,14 May 2024
regeneron,N459FX,13 May 2024,Chicago (MDW),Teterboro (TEB),LXJ459,1:30,7:30 PM,8:17 PM,10:47 PM,13 May 2024
regeneron,N459FX,12 May 2024,Chicago (MDW),Kansas City (MCI),LXJ459,1:03,4:12 PM,4:39 PM,5:48 PM,12 May 2024
regeneron,N459FX,10 May 2024,Dallas (DAL),Cabo San Lucas (CSL),LXJ459,2:43,3:00 PM,2:18 PM,3:46 PM,10 May 2024
regeneron,N459FX,10 May 2024,Brunswick (BQK),Lafayette (LFT),LXJ459,1:38,10:23 AM,11:00 AM,11:53 AM,09 May 2024
regeneron,N459FX,09 May 2024,Asheville (AVL),Cincinnati (LUK),LXJ459,0:52,10:56 AM,11:49 AM,12:41 PM,09 May 2024
regeneron,N459FX,08 May 2024,Dallas (DAL),Baton Rouge (BTR),LXJ459,0:56,5:08 PM,6:00 PM,6:57 PM,08 May 2024
regeneron,N459FX,08 May 2024,San Francisco (SFO),Salt Lake City (SLC),LXJ459,1:23,9:05 AM,10:04 AM,12:21 PM,06 May 2024
regeneron,N459FX,05 May 2024,San Francisco (SFO),Burbank (BUR),LXJ459,0:46,10:30 AM,11:15 AM,12:00 PM,04 May 2024
regeneron,N459FX,04 May 2024,Thermal (TRM),Reno (RNO),LXJ459,1:16,2:30 PM,5:30 PM,6:46 PM,04 May 2024
regeneron,N459FX,03 May 2024,Stuart (SUA),Eagle (EGE),LXJ459,3:56,11:30 AM,12:48 PM,1:23 PM,03 May 2024
regeneron,N459FX,02 May 2024,North Eleuthera (ELH),Key West (EYW),LXJ459,0:59,1:00 PM,12:45 PM,12:44 PM,01 May 2024
regeneron,N459FX,01 May 2024,Teterboro (TEB),New York (EWR),LXJ459,0:08,1:51 PM,2:31 PM,2:46 PM,01 May 2024
regeneron,N459FX,28 Apr 2024,Fort Lauderdale (FLL),West Palm Beach (PBI),LXJ459,0:21,3:49 PM,4:10 PM,4:27 PM,28 Apr 2024
regeneron,N459FX,27 Apr 2024,—,Dallas (DAL),LXJ459,0:16,—,—,4:01 PM,27 Apr 2024
regeneron,N459FX,27 Apr 2024,Fort Huachuca (FHU),Rifle (RIL),LXJ459,1:21,9:33 AM,10:08 AM,12:35 PM,26 Apr 2024
regeneron,N459FX,26 Apr 2024,Thermal (TRM),Los Angeles (LAX),LXJ459,0:36,11:11 AM,11:59 AM,12:34 PM,26 Apr 2024
regeneron,N459FX,26 Apr 2024,Oakland (OAK),Napa (APC),LXJ459,0:12,7:08 AM,7:34 AM,7:44 AM,24 Apr 2024
regeneron,N459FX,24 Apr 2024,Fort Lauderdale (FLL),Salt Lake City (SLC),LXJ459,4:53,1:30 PM,2:21 PM,5:12 PM,24 Apr 2024
regeneron,N459FX,22 Apr 2024,Marsh Harbour (MHH),Miami (MIA),LXJ459,0:43,1:31 PM,1:31 PM,2:20 PM,22 Apr 2024
regeneron,N459FX,22 Apr 2024,Teterboro (TEB),Lexington (LEX),LXJ459,1:26,6:20 AM,7:02 AM,8:41 AM,21 Apr 2024
regeneron,N459FX,21 Apr 2024,Teterboro (TEB),State College (SCE),LXJ459,0:44,10:51 AM,10:51 AM,11:34 AM,19 Apr 2024
regeneron,N459FX,18 Apr 2024,Toluca (TLC),Houston (IAH),LXJ459,-,3:00 PM,4:53 PM,9:05 PM,18 Apr 2024
regeneron,N459FX,17 Apr 2024,Puerto Vallarta (PVR),Los Angeles (LAX),LXJ459,2:41,3:53 PM,4:22 PM,5:58 PM,17 Apr 2024
regeneron,N459FX,14 Apr 2024,Aiken (AIK),Dallas (DAL),LXJ459,2:19,8:15 PM,9:07 PM,10:24 PM,14 Apr 2024
regeneron,N459FX,14 Apr 2024,Everett (PAE),Birmingham (BHM),LXJ459,3:55,8:30 AM,8:48 AM,2:42 PM,13 Apr 2024
regeneron,N459FX,13 Apr 2024,Cabo San Lucas (CSL),Seattle (BFI),LXJ459,3:41,10:00 AM,10:08 AM,1:47 PM,11 Apr 2024
regeneron,N459FX,11 Apr 2024,Miami (MIA),Teterboro (TEB),LXJ459,2:24,12:31 PM,12:59 PM,3:29 PM,10 Apr 2024
regeneron,N459FX,10 Apr 2024,Chicago (ORD),San Antonio (SAT),LXJ459,2:36,11:00 AM,11:20 AM,1:01 PM,09 Apr 2024
regeneron,N459FX,09 Apr 2024,White Plains (HPN),Columbus (CMH),LXJ459,1:18,7:30 AM,8:42 AM,9:59 AM,07 Apr 2024
regeneron,N459FX,06 Apr 2024,Chicago (MDW),Lexington (LEX),LXJ459,0:47,3:00 PM,3:26 PM,5:13 PM,06 Apr 2024
regeneron,N459FX,05 Apr 2024,Miami (MIA),St. Thomas (STT),LXJ459,2:10,3:07 PM,3:50 PM,5:31 PM,05 Apr 2024
regeneron,N459FX,04 Apr 2024,Oakland (OAK),Teterboro (TEB),LXJ459,4:45,11:01 AM,2:30 PM,10:18 PM,04 Apr 2024
regeneron,N459FX,03 Apr 2024,Dallas (DAL),Santa Fe (SAF),LXJ459,1:20,7:15 PM,8:01 PM,8:37 PM,03 Apr 2024
regeneron,N459FX,03 Apr 2024,Houston (IAH),Cabo San Lucas (CSL),LXJ459,2:41,12:34 PM,12:45 PM,1:10 PM,02 Apr 2024
regeneron,N459FX,02 Apr 2024,Cleveland (CGF),Cleveland (CLE),LXJ459,0:21,11:30 AM,12:01 PM,12:19 PM,01 Apr 2024
regeneron,N459FX,01 Apr 2024,Providenciales (PLS),Greenville-Spartanburg (GSP),LXJ459,2:52,11:30 AM,11:44 AM,2:22 PM,31 Mar 2024
regeneron,N459FX,30 Mar 2024,Wilmington (ILM),Philadelphia (PHL),LXJ459,1:13,8:14 PM,9:47 PM,10:59 PM,30 Mar 2024
regeneron,N459FX,30 Mar 2024,Teterboro (TEB),Belmar (BLM),LXJ459,0:16,12:30 PM,1:14 PM,1:30 PM,28 Mar 2024
regeneron,N459FX,28 Mar 2024,Columbia (CAE),Cleveland (CGF),LXJ459,1:13,6:12 PM,6:42 PM,7:59 PM,28 Mar 2024
regeneron,N459FX,28 Mar 2024,Providenciales (PLS),Teterboro (TEB),LXJ459,3:06,11:00 AM,11:04 AM,2:05 PM,27 Mar 2024
regeneron,N459FX,27 Mar 2024,Cleveland (CGF),Greenville-Spartanburg (GSP),LXJ459,1:19,2:30 PM,2:53 PM,4:10 PM,26 Mar 2024
regeneron,N459FX,26 Mar 2024,Miami (MIA),Chicago (PWK),LXJ459,2:41,11:30 AM,12:01 PM,1:42 PM,24 Mar 2024
regeneron,N459FX,22 Mar 2024,Aspen (ASE),Denver (APA),LXJ459,-,2:08 PM,4:03 PM,4:30 PM,22 Mar 2024
regeneron,N459FX,22 Mar 2024,Miami (OPF),Aspen (ASE),LXJ459,-,11:00 AM,11:29 AM,2:08 PM,20 Mar 2024
regeneron,N459FX,20 Mar 2024,Washington (IAD),White Plains (HPN),LXJ459,0:54,9:13 AM,9:22 AM,10:25 AM,19 Mar 2024
regeneron,N459FX,19 Mar 2024,Chicago (ORD),Washington (IAD),LXJ459,1:15,7:35 AM,10:29 AM,12:44 PM,19 Mar 2024
regeneron,N459FX,17 Mar 2024,Washington (IAD),White Plains (HPN),LXJ459,0:53,8:56 PM,8:03 PM,7:56 PM,17 Mar 2024
regeneron,N459FX,17 Mar 2024,South Bend (SBN),Washington (IAD),LXJ459,1:05,4:30 PM,5:34 PM,6:55 PM,17 Mar 2024
regeneron,N459FX,16 Mar 2024,New York (LGA),Aspen (ASE),LXJ459,4:47,6:30 AM,7:04 AM,9:41 AM,16 Mar 2024
regeneron,N459FX,15 Mar 2024,Cleveland (CGF),White Plains (HPN),LXJ459,1:00,3:30 PM,4:04 PM,5:09 PM,10 Mar 2024
regeneron,N459FX,10 Mar 2024,Montreal (YUL),Buffalo (BUF),LXJ459,0:49,6:54 PM,6:09 PM,6:58 PM,10 Mar 2024
regeneron,N459FX,10 Mar 2024,Teterboro (TEB),White Plains (HPN),LXJ459,0:21,2:38 PM,2:47 PM,3:06 PM,10 Mar 2024
regeneron,N459FX,09 Mar 2024,Cabo San Lucas (CSL),Austin (AUS),LXJ459,1:53,12:40 PM,1:11 PM,4:01 PM,08 Mar 2024
regeneron,N459FX,08 Mar 2024,Las Vegas (LAS),Dallas (DAL),LXJ459,2:12,6:36 AM,7:00 AM,11:18 AM,07 Mar 2024
regeneron,N459FX,07 Mar 2024,Aspen (ASE),Scottsdale (SCF),LXJ459,1:14,1:10 PM,11:58 AM,1:12 PM,07 Mar 2024
regeneron,N459FX,06 Mar 2024,Teterboro (TEB),Santa Ana (SNA),LXJ459,5:34,8:20 AM,9:17 AM,12:04 PM,05 Mar 2024
regeneron,N459FX,04 Mar 2024,Tucson (AVW),New York (EWR),LXJ459,3:52,10:30 PM,10:48 PM,5:18 AM,04 Mar 2024
regeneron,N459FX,04 Mar 2024,Los Angeles (LAX),Santa Barbara (SBA),LXJ459,0:21,2:30 PM,3:09 PM,3:34 PM,04 Mar 2024
regeneron,N459FX,03 Mar 2024,White Plains (HPN),Cabo San Lucas (CSL),LXJ459,5:41,9:00 AM,9:32 AM,12:35 PM,02 Mar 2024
regeneron,N459FX,02 Mar 2024,West Palm Beach (PBI),Teterboro (TEB),LXJ459,2:18,3:30 PM,4:04 PM,6:25 PM,01 Mar 2024
regeneron,N459FX,01 Mar 2024,San Jose (SJC),Raleigh-Durham (RDU),LXJ459,4:24,3:30 AM,4:49 AM,12:18 PM,28 Feb 2024
regeneron,N459FX,28 Feb 2024,Van Nuys (VNY),Bozeman (BZN),LXJ459,2:01,10:00 AM,11:00 AM,2:15 PM,25 Feb 2024
regeneron,N459FX,25 Feb 2024,Fort Worth (FTW),Ogden (OGD),LXJ459,2:36,3:06 PM,3:25 PM,4:33 PM,25 Feb 2024
regeneron,N459FX,23 Feb 2024,San Jose del Cabo (SJD),Las Vegas (LAS),LXJ459,2:05,9:45 AM,10:50 AM,11:56 AM,22 Feb 2024
regeneron,N459FX,22 Feb 2024,Cleveland (CGF),Scottsdale (SCF),LXJ459,4:04,1:00 PM,1:39 PM,3:47 PM,21 Feb 2024
regeneron,N459FX,21 Feb 2024,Cleveland (CGF),Pittsburgh (PIT),LXJ459,0:25,9:00 AM,9:59 AM,10:26 AM,20 Feb 2024
regeneron,N459FX,20 Feb 2024,West Palm Beach (PBI),Westhampton Beach (FOK),LXJ459,2:15,1:00 PM,1:45 PM,4:11 PM,20 Feb 2024
regeneron,N459FX,19 Feb 2024,Nassau (NAS),White Plains (HPN),LXJ459,2:24,3:15 PM,3:56 PM,5:33 PM,19 Feb 2024
regeneron,N459FX,17 Feb 2024,Kingstown (SVD),San Juan (SJU),LXJ459,1:14,6:42 PM,5:28 PM,6:39 PM,17 Feb 2024
regeneron,N459FX,16 Feb 2024,Teterboro (TEB),White Plains (HPN),LXJ459,0:19,2:03 PM,4:10 PM,4:34 PM,16 Feb 2024
regeneron,N459FX,16 Feb 2024,Colorado Springs (COS),Rifle (RIL),LXJ459,0:36,5:50 AM,6:34 AM,7:09 AM,15 Feb 2024
regeneron,N459FX,15 Feb 2024,Dallas (DFW),San Antonio (SAT),LXJ459,0:47,12:28 PM,1:14 PM,2:04 PM,15 Feb 2024
regeneron,N459FX,14 Feb 2024,Fort Lauderdale (FLL),Boca Raton (BCT),LXJ459,0:13,5:51 PM,5:55 PM,6:04 PM,14 Feb 2024
regeneron,N459FX,14 Feb 2024,Scottsdale (SCF),Phoenix (PHX),LXJ459,0:19,9:12 AM,9:32 AM,9:46 AM,10 Feb 2024
regeneron,N459FX,08 Feb 2024,Asheville (AVL),Sarasota (SRQ),LXJ459,1:19,4:00 PM,6:06 PM,7:23 PM,08 Feb 2024
regeneron,N459FX,07 Feb 2024,Cleveland (CGF),Cleveland (CGF),LXJ459,1:31,9:30 AM,11:08 AM,11:14 AM,04 Feb 2024
regeneron,N459FX,04 Feb 2024,Fort Huachuca (FHU),Eagle (EGE),LXJ459,1:55,2:30 PM,2:16 PM,4:10 PM,03 Feb 2024
regeneron,N459FX,03 Feb 2024,Miami (MIA),Nashville (BNA),LXJ459,1:54,10:10 AM,10:53 AM,11:56 AM,01 Feb 2024
regeneron,N459FX,01 Feb 2024,Dallas (DAL),Van Nuys (VNY),LXJ459,3:00,10:00 AM,10:23 AM,11:27 AM,31 Jan 2024
regeneron,N459FX,31 Jan 2024,Dallas (DAL),Scottsdale (SCF),LXJ459,2:08,8:15 AM,8:35 AM,9:50 AM,29 Jan 2024
regeneron,N459FX,29 Jan 2024,Orlando (SFB),Nassau (NAS),LXJ459,0:56,10:20 AM,10:00 AM,11:20 AM,25 Jan 2024
regeneron,N459FX,25 Jan 2024,Rochester (RST),Raleigh-Durham (RDU),LXJ459,1:59,1:00 PM,12:57 PM,3:55 PM,25 Jan 2024
regeneron,N459FX,24 Jan 2024,Chicago (ORD),—,LXJ459,-,6:10 PM,—,—,24 Jan 2024
regeneron,N459FX,24 Jan 2024,Fort Worth (FTW),San Antonio (SAT),LXJ459,0:54,12:59 PM,1:40 PM,2:34 PM,24 Jan 2024
regeneron,N459FX,18 Jan 2024,Scottsdale (SCF),Van Nuys (VNY),LXJ459,1:02,4:30 PM,5:06 PM,5:07 PM,17 Jan 2024
regeneron,N459FX,17 Jan 2024,Teterboro (TEB),Grand Junction (GJT),LXJ459,4:33,12:45 PM,1:27 PM,3:59 PM,17 Jan 2024
regeneron,N459FX,16 Jan 2024,Washington (IAD),Nassau (NAS),LXJ459,-,10:31 PM,—,—,16 Jan 2024
regeneron,N459FX,16 Jan 2024,Nassau (NAS),Teterboro (TEB),LXJ459,2:21,3:30 PM,4:27 PM,6:05 PM,16 Jan 2024
regeneron,N459FX,15 Jan 2024,Fort Lauderdale (FLL),Washington (IAD),LXJ459,1:59,1:30 PM,2:46 PM,4:51 PM,15 Jan 2024
regeneron,N459FX,14 Jan 2024,Boston (BOS),White Plains (HPN),LXJ459,0:49,10:30 AM,11:00 AM,11:49 AM,13 Jan 2024
regeneron,N459FX,12 Jan 2024,West Palm Beach (PBI),Morristown (MMU),LXJ459,2:12,3:30 PM,3:58 PM,6:15 PM,12 Jan 2024
regeneron,N459FX,11 Jan 2024,West Palm Beach (PBI),Teterboro (TEB),LXJ459,2:19,2:30 PM,2:25 PM,4:43 PM,11 Jan 2024
regeneron,N459FX,10 Jan 2024,Boston (BOS),Teterboro (TEB),LXJ459,0:49,5:54 PM,5:18 PM,6:09 PM,10 Jan 2024
regeneron,N459FX,08 Jan 2024,Bedford (BED),Lyon (LYS),LXJ459,6:50,8:00 PM,9:10 PM,10:07 AM,08 Jan 2024
regeneron,N459FX,08 Jan 2024,New York (LGA),Teterboro (TEB),LXJ459,0:18,2:30 PM,2:45 PM,3:06 PM,08 Jan 2024
regeneron,N459FX,07 Jan 2024,Orlando (ORL),West Palm Beach (PBI),LXJ459,0:32,9:47 AM,2:47 PM,4:25 PM,06 Jan 2024
regeneron,N459FX,06 Jan 2024,Lafayette (LFT),Orlando (ORL),LXJ459,1:29,3:00 PM,4:50 PM,7:24 PM,06 Jan 2024
regeneron,N459FX,06 Jan 2024,Rifle (RIL),Houston (HOU),LXJ459,2:02,8:30 AM,11:04 AM,2:10 PM,06 Jan 2024
regeneron,N459FX,05 Jan 2024,Kansas City (MCI),Dallas (DAL),LXJ459,1:16,1:30 PM,12:41 PM,1:55 PM,03 Jan 2024
regeneron,N459FX,03 Jan 2024,Providenciales (PLS),Nashville (BNA),LXJ459,3:15,3:00 PM,4:30 PM,6:13 PM,03 Jan 2024
regeneron,N459FX,02 Jan 2024,Kelowna (YLW),Detroit (DET),LXJ459,3:24,12:30 PM,12:26 PM,6:50 PM,02 Jan 2024
regeneron,N459FX,01 Jan 2024,Jackson (JAC),San Francisco (SFO),LXJ459,1:49,4:30 PM,5:06 PM,6:00 PM,01 Jan 2024
regeneron,N459FX,01 Jan 2024,Montrose (MTJ),Aspen (ASE),LXJ459,-,11:52 AM,12:45 PM,1:06 PM,01 Jan 2024
regeneron,N459FX,31 Dec 2023,Monterey (MRY),San Jose (SJC),LXJ459,0:21,2:05 PM,2:12 PM,2:48 PM,31 Dec 2023
regeneron,N459FX,31 Dec 2023,Burbank (BUR),Thermal (TRM),LXJ459,0:31,10:21 AM,10:53 AM,11:25 AM,30 Dec 2023
regeneron,N459FX,30 Dec 2023,San Jose (SJC),Santa Rosa (STS),LXJ459,0:26,11:04 AM,10:24 AM,10:49 AM,30 Dec 2023
regeneron,N459FX,29 Dec 2023,Aspen (ASE),Salt Lake City (SLC),LXJ459,0:44,10:50 AM,12:20 PM,1:02 PM,29 Dec 2023
regeneron,N459FX,29 Dec 2023,Houston (DWH),Houston (HOU),LXJ459,0:21,7:07 AM,8:41 AM,8:57 AM,28 Dec 2023
regeneron,N459FX,28 Dec 2023,White Plains (HPN),Salt Lake City (SLC),LXJ459,4:09,8:30 AM,9:27 AM,11:42 AM,27 Dec 2023
regeneron,N459FX,27 Dec 2023,Philadelphia (PNE),West Palm Beach (PBI),LXJ459,2:19,8:30 AM,7:17 AM,11:06 AM,26 Dec 2023
regeneron,N459FX,26 Dec 2023,Philadelphia (PHL),Stuart (SUA),LXJ459,2:07,8:30 AM,10:43 AM,12:49 PM,25 Dec 2023
regeneron,N459FX,25 Dec 2023,Providenciales (PLS),Baltimore (BWI),LXJ459,3:03,12:00 PM,12:11 PM,3:07 PM,25 Dec 2023
regeneron,N459FX,24 Dec 2023,West Palm Beach (PBI),Boca Raton (BCT),LXJ459,0:13,1:30 PM,1:06 PM,1:16 PM,23 Dec 2023
regeneron,N459FX,23 Dec 2023,Teterboro (TEB),Antigua (ANU),LXJ459,3:36,8:00 AM,8:58 AM,12:54 PM,22 Dec 2023
regeneron,N459FX,21 Dec 2023,Kailua-Kona (KOA),St. Louis (SUS),LXJ459,7:17,11:00 AM,11:49 AM,11:06 PM,20 Dec 2023
regeneron,N459FX,18 Dec 2023,San Francisco (SFO),Reno (RNO),LXJ459,0:37,6:10 PM,8:36 PM,9:02 PM,16 Dec 2023
regeneron,N459FX,16 Dec 2023,Kailua-Kona (KOA),Lihue (LIH),LXJ459,0:42,7:38 AM,8:16 AM,8:58 AM,15 Dec 2023
regeneron,N459FX,15 Dec 2023,St. Louis (SUS),Van Nuys (VNY),LXJ459,3:28,9:20 AM,10:38 AM,12:12 PM,14 Dec 2023
regeneron,N459FX,13 Dec 2023,Las Vegas (LAS),Chicago (MDW),LXJ459,3:00,7:30 AM,8:22 AM,12:35 PM,12 Dec 2023
regeneron,N459FX,11 Dec 2023,Telluride (TEX),Ogden (OGD),LXJ459,0:58,11:34 AM,9:45 AM,12:54 PM,11 Dec 2023
regeneron,N459FX,10 Dec 2023,Naples (APF),Chicago (MDW),LXJ459,2:54,1:30 PM,1:51 PM,3:50 PM,09 Dec 2023
regeneron,N459FX,08 Dec 2023,Brunswick (NHZ),Gainesville (GNV),LXJ459,2:46,4:06 PM,1:20 PM,4:06 PM,08 Dec 2023
regeneron,N459FX,07 Dec 2023,Chicago (PWK),Bedford (BED),LXJ459,1:43,12:45 PM,1:13 PM,4:12 PM,07 Dec 2023
